C0 (4060 genes)	C1 (1821 genes)	C2 (1008 genes)	C3 (1919 genes)	C4 (4920 genes)	C5 (2858 genes)	C6 (1913 genes)	C7 (256 genes)
Pele_DN198591_c0_g1_i1	Pele_DN405_c0_g2_i5	Pele_NODE_12192_length_4287_cov_354.518747_g5671_i0	Pele_DN4887_c0_g1_i2	Pele_DN18958_c0_g2_i1	Pele_DN2695_c1_g1_i14	Pele_DN3879_c0_g1_i23	
Pele_DN19874_c0_g1_i2	Pele_DN40682_c0_g1_i8	Pele_NODE_122097_length_993_cov_675.668478_g61473_i0	Pele_DN4921_c0_g1_i10	Pele_DN18958_c0_g3_i2	Pele_DN2697_c0_g2_i3	Pele_DN38858_c0_g1_i2	
Pele_DN198889_c0_g1_i1	Pele_DN41128_c0_g1_i1	Pele_NODE_122616_length_988_cov_40.851366_g60384_i1	Pele_DN49299_c0_g1_i22	Pele_DN18971_c0_g1_i10	Pele_DN2698_c0_g1_i1	Pele_DN39227_c0_g1_i10	
Pele_DN19894_c0_g2_i1	Pele_DN4119_c1_g1_i37	Pele_NODE_122699_length_987_cov_66.275711_g51778_i1	Pele_DN49681_c0_g1_i1	Pele_DN19019_c0_g1_i2	Pele_DN27062_c0_g1_i3	Pele_DN39250_c1_g2_i2	
Pele_DN19898_c0_g1_i1	Pele_DN4155_c0_g1_i5	Pele_NODE_122703_length_987_cov_52.867615_g61872_i0	Pele_DN501_c0_g1_i15	Pele_DN19041_c0_g1_i4	Pele_DN2719_c0_g1_i21	Pele_DN3931_c1_g1_i4	
Pele_DN198_c0_g2_i8	Pele_DN41588_c0_g1_i8	Pele_NODE_12307_length_4273_cov_48.043333_g5715_i0	Pele_DN50498_c0_g1_i7	Pele_DN1905_c0_g1_i18	Pele_DN2725_c0_g1_i14	Pele_DN3943_c0_g1_i2	
Pele_DN199016_c0_g1_i1	Pele_DN4159_c0_g1_i9	Pele_NODE_123328_length_981_cov_85.883260_g62329_i0	Pele_DN50578_c1_g2_i4	Pele_DN19063_c0_g1_i1	Pele_DN2739_c0_g1_i84	Pele_DN3946_c0_g1_i2	
Pele_DN19902_c0_g2_i2	Pele_DN41911_c0_g1_i2	Pele_NODE_123966_length_975_cov_76.789357_g62781_i0	Pele_DN51316_c0_g3_i1	Pele_DN19064_c0_g1_i11	Pele_DN27495_c0_g1_i1	Pele_DN39717_c0_g1_i8	
Pele_DN199057_c0_g1_i1	Pele_DN41943_c0_g1_i1	Pele_NODE_124451_length_970_cov_74.139353_g63138_i0	Pele_DN51475_c1_g2_i1	Pele_DN1906_c0_g1_i10	Pele_DN2765_c0_g1_i24	Pele_DN3971_c5_g1_i20	
Pele_DN19913_c0_g1_i10	Pele_DN42029_c0_g1_i1	Pele_NODE_125373_length_961_cov_54.289414_g63802_i0	Pele_DN518_c0_g1_i3	Pele_DN1906_c0_g1_i13	Pele_DN27682_c1_g1_i3	Pele_DN39831_c0_g1_i1	
Pele_DN199427_c0_g1_i2	Pele_DN42083_c0_g4_i1	Pele_NODE_12542_length_4243_cov_46.494005_g5823_i0	Pele_DN5233_c0_g1_i13	Pele_DN19101_c0_g1_i13	Pele_DN2769_c0_g1_i25	Pele_DN3985_c1_g2_i1	
Pele_DN199459_c0_g1_i3	Pele_DN42203_c0_g1_i2	Pele_NODE_125775_length_957_cov_84.963801_g64093_i0	Pele_DN5279_c0_g2_i1	Pele_DN1910_c1_g1_i10	Pele_DN277578_c0_g1_i1	Pele_DN4000_c0_g1_i7	
Pele_DN19986_c1_g1_i1	Pele_DN4290_c0_g1_i5	Pele_NODE_12608_length_4235_cov_1904.217684_g397_i7	Pele_DN527_c0_g1_i16	Pele_DN1912_c0_g1_i7	Pele_DN27768_c1_g1_i6	Pele_DN40337_c0_g1_i1	
Pele_DN200006_c0_g1_i1	Pele_DN4290_c0_g1_i9	Pele_NODE_12645_length_4232_cov_91.778312_g5863_i0	Pele_DN53108_c0_g1_i1	Pele_DN1916_c0_g1_i21	Pele_DN27772_c0_g1_i2	Pele_DN40371_c0_g1_i8	
Pele_DN2000_c0_g1_i21	Pele_DN4291_c0_g1_i1	Pele_NODE_126638_length_949_cov_49.813927_g64738_i0	Pele_DN53120_c0_g2_i2	Pele_DN1921_c0_g1_i6	Pele_DN27924_c0_g1_i1	Pele_DN4059_c0_g1_i9	
Pele_DN2000_c0_g1_i27	Pele_DN43021_c0_g1_i6	Pele_NODE_127165_length_944_cov_683.839265_g65135_i0	Pele_DN531_c0_g1_i8	Pele_DN19301_c0_g1_i10	Pele_DN2793_c0_g1_i1	Pele_DN4064_c1_g1_i10	
Pele_DN200_c0_g1_i18	Pele_DN4308_c0_g1_i1	Pele_NODE_127513_length_941_cov_54.070276_g65390_i0	Pele_DN53208_c0_g1_i11	Pele_DN19348_c0_g1_i12	Pele_DN280013_c0_g1_i1	Pele_DN4117_c0_g1_i1	
Pele_DN200_c0_g1_i3	Pele_DN43098_c0_g1_i6	Pele_NODE_127646_length_939_cov_1336.558891_g31354_i3	Pele_DN53208_c0_g1_i14	Pele_DN1934_c0_g2_i1	Pele_DN2804_c0_g1_i3	Pele_DN4117_c0_g1_i20	
Pele_DN20115_c0_g1_i1	Pele_DN431_c3_g2_i8	Pele_NODE_127915_length_937_cov_35.150463_g65667_i0	Pele_DN5333_c0_g1_i8	Pele_DN1934_c1_g1_i6	Pele_DN2804_c0_g1_i4	Pele_DN4121_c0_g1_i18	
Pele_DN201320_c0_g1_i1	Pele_DN43342_c0_g1_i4	Pele_NODE_128860_length_928_cov_101.822222_g66395_i0	Pele_DN53397_c0_g1_i5	Pele_DN19446_c0_g1_i8	Pele_DN2806_c0_g2_i3	Pele_DN4128_c1_g1_i19	
Pele_DN201487_c0_g1_i1	Pele_DN4359_c0_g1_i23	Pele_NODE_129410_length_923_cov_104.407059_g66807_i0	Pele_DN5345_c1_g1_i8	Pele_DN19466_c0_g1_i14	Pele_DN2812_c0_g1_i8	Pele_DN4161_c1_g1_i10	
Pele_DN201499_c0_g1_i1	Pele_DN43769_c0_g1_i1	Pele_NODE_129429_length_923_cov_35.192941_g66822_i0	Pele_DN5348_c0_g1_i7	Pele_DN1947_c0_g1_i31	Pele_DN2816_c2_g1_i7	Pele_DN416_c3_g3_i4	
Pele_DN201671_c0_g1_i1	Pele_DN4390_c0_g1_i7	Pele_NODE_129434_length_923_cov_29.754118_g66826_i0	Pele_DN5354_c0_g1_i6	Pele_DN19481_c0_g1_i6	Pele_DN2817_c2_g1_i1	Pele_DN41774_c0_g1_i1	
Pele_DN20233_c0_g1_i1	Pele_DN44054_c0_g1_i27	Pele_NODE_129832_length_919_cov_620.408983_g67143_i0	Pele_DN5367_c0_g1_i15	Pele_DN1948_c0_g1_i11	Pele_DN2830_c1_g1_i15	Pele_DN4182_c1_g1_i11	
Pele_DN202579_c0_g1_i4	Pele_DN44060_c0_g1_i1	Pele_NODE_129860_length_919_cov_44.672577_g67162_i0	Pele_DN5371_c0_g1_i2	Pele_DN19491_c0_g1_i12	Pele_DN28337_c0_g1_i9	Pele_DN41842_c0_g1_i8	
Pele_DN2027_c0_g1_i3	Pele_DN4411_c2_g1_i12	Pele_NODE_13169_length_4172_cov_95.757014_g6094_i0	Pele_DN5374_c0_g1_i14	Pele_DN194_c0_g1_i41	Pele_DN2853_c3_g1_i1	Pele_DN4238_c2_g1_i6	
Pele_DN2027_c0_g1_i8	Pele_DN44175_c0_g1_i3	Pele_NODE_131885_length_900_cov_498.702539_g68707_i0	Pele_DN5402_c0_g1_i25	Pele_DN1952_c0_g2_i1	Pele_DN2857_c0_g1_i44	Pele_DN4254_c3_g1_i1	
Pele_DN203900_c0_g1_i4	Pele_DN44302_c0_g1_i1	Pele_NODE_132031_length_899_cov_72.015738_g68809_i0	Pele_DN54176_c1_g1_i26	Pele_DN19539_c0_g1_i1	Pele_DN28616_c0_g1_i23	Pele_DN42557_c0_g2_i10	
Pele_DN20397_c0_g1_i1	Pele_DN4430_c0_g1_i11	Pele_NODE_132118_length_898_cov_251.939394_g68879_i0	Pele_DN5417_c0_g1_i4	Pele_DN1956_c0_g1_i83	Pele_DN2870_c0_g1_i17	Pele_DN42658_c1_g2_i2	
Pele_DN2039_c0_g1_i5	Pele_DN44310_c0_g1_i4	Pele_NODE_132920_length_891_cov_85.281174_g30635_i1	Pele_DN5473_c0_g1_i3	Pele_DN19572_c0_g1_i3	Pele_DN28796_c0_g2_i1	Pele_DN42754_c0_g2_i9	
Pele_DN20424_c0_g1_i5	Pele_DN44353_c0_g1_i1	Pele_NODE_133453_length_886_cov_567.479705_g69909_i0	Pele_DN5476_c0_g1_i4	Pele_DN195839_c0_g1_i1	Pele_DN28806_c0_g1_i9	Pele_DN4275_c0_g1_i33	
Pele_DN20468_c0_g1_i2	Pele_DN44499_c0_g2_i5	Pele_NODE_13381_length_4149_cov_79.409715_g6184_i0	Pele_DN5497_c0_g1_i1	Pele_DN195_c1_g1_i25	Pele_DN29191_c0_g1_i2	Pele_DN4292_c0_g1_i11	
Pele_DN205136_c0_g1_i1	Pele_DN44522_c0_g1_i1	Pele_NODE_133930_length_882_cov_263.725587_g70274_i0	Pele_DN549_c0_g2_i22	Pele_DN19601_c0_g1_i1	Pele_DN291_c1_g1_i26	Pele_DN43069_c0_g1_i3	
Pele_DN20521_c0_g3_i3	Pele_DN4464_c4_g1_i14	Pele_NODE_13451_length_4141_cov_28.258604_g6215_i0	Pele_DN5512_c1_g1_i1	Pele_DN19632_c0_g1_i2	Pele_DN2942_c0_g1_i20	Pele_DN4317_c0_g1_i12	
Pele_DN20571_c1_g1_i1	Pele_DN44673_c0_g1_i1	Pele_NODE_13484_length_4137_cov_133.522146_g6232_i0	Pele_DN5517_c1_g1_i1	Pele_DN196_c0_g1_i40	Pele_DN29541_c0_g1_i3	Pele_DN43718_c1_g1_i2	
Pele_DN206769_c0_g1_i1	Pele_DN4473_c7_g1_i1	Pele_NODE_134896_length_874_cov_119.882647_g71029_i0	Pele_DN5521_c0_g1_i4	Pele_DN19735_c0_g1_i2	Pele_DN29662_c0_g1_i2	Pele_DN4379_c0_g2_i10	
Pele_DN206_c3_g1_i3	Pele_DN4490_c0_g1_i9	Pele_NODE_134897_length_874_cov_79.136080_g71030_i0	Pele_DN55272_c0_g1_i1	Pele_DN19742_c0_g1_i1	Pele_DN29669_c0_g2_i5	Pele_DN43937_c0_g1_i16	
Pele_DN206_c3_g1_i9	Pele_DN45237_c0_g1_i1	Pele_NODE_134935_length_874_cov_6.278402_g71061_i0	Pele_DN5545_c0_g1_i8	Pele_DN19742_c1_g1_i4	Pele_DN2978_c0_g1_i1	Pele_DN4404_c0_g1_i19	
Pele_DN20771_c0_g1_i2	Pele_DN4541_c0_g1_i4	Pele_NODE_135150_length_872_cov_11.101377_g71232_i0	Pele_DN5546_c0_g1_i20	Pele_DN197531_c0_g1_i1	Pele_DN29859_c0_g1_i16	Pele_DN4406_c0_g1_i35	
Pele_DN20787_c0_g1_i4	Pele_DN4541_c0_g1_i6	Pele_NODE_135342_length_870_cov_257.219573_g31513_i3	Pele_DN5546_c0_g1_i7	Pele_DN197701_c0_g1_i2	Pele_DN2990_c0_g1_i6	Pele_DN44449_c0_g1_i4	
Pele_DN20808_c0_g2_i18	Pele_DN45600_c0_g1_i6	Pele_NODE_135361_length_870_cov_76.558344_g71403_i0	Pele_DN5554_c0_g1_i21	Pele_DN1977_c0_g1_i1	Pele_DN2995_c0_g1_i10	Pele_DN445_c0_g1_i2	
Pele_DN20812_c0_g1_i3	Pele_DN4572_c0_g1_i13	Pele_NODE_135375_length_870_cov_27.742785_g71408_i0	Pele_DN5593_c0_g1_i1	Pele_DN1980_c0_g1_i4	Pele_DN30020_c0_g1_i1	Pele_DN4464_c13_g1_i1	
Pele_DN20867_c0_g1_i16	Pele_DN458_c0_g1_i1	Pele_NODE_135643_length_868_cov_13.402516_g71619_i0	Pele_DN5632_c1_g2_i3	Pele_DN198233_c0_g1_i1	Pele_DN30225_c1_g1_i3	Pele_DN4492_c0_g1_i20	
Pele_DN20872_c0_g1_i8	Pele_DN4640_c0_g1_i12	Pele_NODE_135823_length_866_cov_125.907945_g71767_i0	Pele_DN5637_c2_g1_i19	Pele_DN19870_c0_g1_i7	Pele_DN3024_c3_g1_i7	Pele_DN4507_c0_g1_i14	
Pele_DN209243_c0_g1_i1	Pele_DN46437_c0_g1_i1	Pele_NODE_135826_length_866_cov_102.899117_g46309_i1	Pele_DN5637_c2_g1_i47	Pele_DN198947_c0_g1_i1	Pele_DN3037_c0_g1_i32	Pele_DN4527_c0_g1_i2	
Pele_DN20934_c0_g1_i5	Pele_DN4646_c1_g1_i2	Pele_NODE_136344_length_862_cov_49.954373_g47582_i1	Pele_DN5650_c0_g1_i24	Pele_DN19924_c0_g1_i1	Pele_DN3050_c0_g1_i4	Pele_DN45449_c0_g3_i3	
Pele_DN20945_c0_g2_i1	Pele_DN464_c2_g1_i6	Pele_NODE_136848_length_858_cov_69.943949_g72583_i0	Pele_DN5656_c0_g1_i23	Pele_DN199392_c0_g1_i1	Pele_DN3062_c0_g1_i5	Pele_DN45486_c0_g1_i1	
Pele_DN20964_c0_g3_i1	Pele_DN47109_c0_g1_i1	Pele_NODE_13769_length_4106_cov_339.060749_g2698_i6	Pele_DN5658_c0_g1_i1	Pele_DN19942_c0_g1_i11	Pele_DN30689_c0_g1_i2	Pele_DN456_c0_g2_i1	
Pele_DN20964_c0_g3_i2	Pele_DN4769_c0_g2_i6	Pele_NODE_138163_length_847_cov_501.750646_g73636_i0	Pele_DN5658_c0_g1_i3	Pele_DN1994_c0_g3_i1	Pele_DN30701_c0_g1_i11	Pele_DN4577_c0_g1_i13	
Pele_DN20971_c0_g1_i1	Pele_DN47822_c0_g1_i4	Pele_NODE_139163_length_839_cov_17.147520_g74428_i0	Pele_DN5665_c1_g1_i19	Pele_DN200656_c0_g1_i1	Pele_DN3070_c3_g1_i2	Pele_DN45_c0_g2_i8	
Pele_DN2110_c0_g1_i4	Pele_DN47957_c0_g1_i6	Pele_NODE_140190_length_830_cov_1031.988111_g25230_i8	Pele_DN5667_c0_g1_i35	Pele_DN200_c0_g1_i1	Pele_DN3073_c0_g1_i8	Pele_DN4657_c0_g1_i8	
Pele_DN2111_c0_g1_i12	Pele_DN4800_c5_g1_i11	Pele_NODE_140286_length_830_cov_2.120211_g75351_i0	Pele_DN5683_c0_g1_i13	Pele_DN20127_c0_g1_i3	Pele_DN30752_c1_g1_i1	Pele_DN46596_c0_g1_i1	
Pele_DN2111_c0_g1_i16	Pele_DN4837_c0_g2_i1	Pele_NODE_140461_length_828_cov_27.365563_g75480_i0	Pele_DN5685_c0_g1_i1	Pele_DN20144_c0_g1_i8	Pele_DN30785_c0_g1_i2	Pele_DN4659_c1_g1_i10	
Pele_DN2114_c0_g2_i2	Pele_DN4847_c0_g1_i27	Pele_NODE_140485_length_828_cov_7.891391_g75499_i0	Pele_DN56_c0_g1_i3	Pele_DN20171_c0_g1_i2	Pele_DN3078_c0_g1_i5	Pele_DN467_c1_g1_i17	
Pele_DN21152_c0_g2_i3	Pele_DN48761_c0_g1_i5	Pele_NODE_141825_length_817_cov_617.127688_g32623_i1	Pele_DN5721_c7_g1_i1	Pele_DN20200_c0_g1_i12	Pele_DN3089_c0_g1_i1	Pele_DN46838_c1_g1_i12	
Pele_DN21162_c2_g1_i10	Pele_DN4900_c1_g1_i12	Pele_NODE_142384_length_812_cov_8729.868742_g77046_i0	Pele_DN5726_c0_g1_i11	Pele_DN202176_c0_g1_i1	Pele_DN30961_c0_g1_i7	Pele_DN4710_c0_g1_i44	
Pele_DN21179_c0_g2_i8	Pele_DN49129_c0_g1_i1	Pele_NODE_143328_length_805_cov_191.045082_g77827_i0	Pele_DN5770_c0_g1_i2	Pele_DN2021_c0_g1_i45	Pele_DN30969_c0_g1_i1	Pele_DN4769_c0_g2_i1	
Pele_DN21215_c0_g1_i2	Pele_DN4916_c0_g1_i1	Pele_NODE_143333_length_805_cov_89.942623_g77832_i0	Pele_DN5869_c3_g1_i1	Pele_DN20264_c1_g2_i5	Pele_DN3098_c8_g1_i1	Pele_DN47795_c0_g1_i2	
Pele_DN212211_c0_g1_i1	Pele_DN4917_c0_g1_i3	Pele_NODE_14433_length_4042_cov_94.655077_g6142_i1	Pele_DN586_c0_g2_i1	Pele_DN20266_c0_g1_i10	Pele_DN3099_c1_g1_i21	Pele_DN4792_c0_g1_i3	
Pele_DN21316_c0_g1_i16	Pele_DN49285_c0_g1_i2	Pele_NODE_144444_length_796_cov_70.069156_g78752_i0	Pele_DN58_c0_g1_i3	Pele_DN2028_c0_g1_i6	Pele_DN31078_c0_g1_i14	Pele_DN487_c2_g1_i2	
Pele_DN21329_c0_g1_i2	Pele_DN49353_c7_g1_i1	Pele_NODE_14556_length_4030_cov_21.271418_g6706_i0	Pele_DN592_c0_g1_i4	Pele_DN202_c0_g1_i10	Pele_DN31113_c0_g1_i8	Pele_DN489_c0_g3_i1	
Pele_DN21360_c0_g1_i7	Pele_DN50093_c0_g3_i2	Pele_NODE_146443_length_781_cov_105.850282_g2664_i82	Pele_DN59304_c0_g1_i8	Pele_DN20306_c0_g1_i1	Pele_DN3111_c0_g1_i10	Pele_DN49004_c0_g5_i3	
Pele_DN21397_c0_g1_i62	Pele_DN50407_c0_g1_i1	Pele_NODE_1470_length_7791_cov_426.700052_g155_i5	Pele_DN595_c0_g1_i8	Pele_DN2031_c1_g1_i21	Pele_DN31123_c0_g1_i3	Pele_DN4914_c0_g1_i14	
Pele_DN21402_c0_g1_i1	Pele_DN50756_c0_g1_i1	Pele_NODE_147287_length_775_cov_72.235043_g81168_i0	Pele_DN5985_c1_g1_i8	Pele_DN203277_c0_g1_i1	Pele_DN3122_c0_g1_i1	Pele_DN49175_c0_g1_i4	
Pele_DN21412_c0_g1_i34	Pele_DN5085_c0_g1_i8	Pele_NODE_147533_length_773_cov_225.180000_g47501_i1	Pele_DN5988_c0_g1_i4	Pele_DN203_c0_g1_i7	Pele_DN3144_c0_g2_i9	Pele_DN4922_c0_g2_i6	
Pele_DN21440_c0_g2_i3	Pele_DN50894_c0_g2_i2	Pele_NODE_14815_length_4001_cov_123.116090_g6823_i0	Pele_DN6007_c0_g2_i1	Pele_DN20454_c0_g1_i2	Pele_DN31637_c0_g1_i6	Pele_DN4962_c6_g2_i6	
Pele_DN21446_c0_g1_i8	Pele_DN50915_c0_g6_i1	Pele_NODE_149241_length_761_cov_90.883721_g82838_i0	Pele_DN601_c1_g1_i4	Pele_DN204574_c0_g1_i1	Pele_DN31764_c1_g1_i2	Pele_DN4996_c0_g1_i2	
Pele_DN21454_c0_g1_i1	Pele_DN51025_c0_g2_i2	Pele_NODE_149265_length_761_cov_25.026163_g82856_i0	Pele_DN6030_c0_g1_i12	Pele_DN2045_c5_g1_i10	Pele_DN3183_c0_g1_i3	Pele_DN50019_c0_g1_i3	
Pele_DN21481_c0_g1_i1	Pele_DN51108_c0_g1_i4	Pele_NODE_149677_length_758_cov_80.621898_g21342_i3	Pele_DN6031_c0_g1_i2	Pele_DN20472_c0_g1_i12	Pele_DN3196_c0_g1_i20	Pele_DN5002_c0_g1_i6	
Pele_DN21487_c0_g1_i3	Pele_DN51285_c0_g1_i1	Pele_NODE_14997_length_3982_cov_106.874392_g6906_i0	Pele_DN60373_c0_g2_i3	Pele_DN20497_c0_g1_i2	Pele_DN32045_c0_g3_i2	Pele_DN50030_c0_g1_i1	
Pele_DN2148_c0_g1_i4	Pele_DN51285_c0_g1_i3	Pele_NODE_150533_length_752_cov_65.837997_g83942_i0	Pele_DN6047_c0_g1_i20	Pele_DN204980_c0_g1_i1	Pele_DN3210_c2_g1_i18	Pele_DN5036_c0_g1_i2	
Pele_DN2150_c0_g1_i2	Pele_DN51335_c0_g1_i1	Pele_NODE_152783_length_737_cov_102.143072_g85886_i0	Pele_DN605_c0_g2_i9	Pele_DN205484_c0_g1_i1	Pele_DN32176_c0_g1_i9	Pele_DN5036_c0_g1_i4	
Pele_DN2156_c0_g1_i14	Pele_DN51787_c0_g1_i3	Pele_NODE_153059_length_735_cov_56.323263_g86132_i0	Pele_DN6088_c0_g1_i8	Pele_DN2054_c0_g5_i2	Pele_DN32272_c1_g3_i1	Pele_DN5064_c1_g1_i19	
Pele_DN21575_c0_g1_i2	Pele_DN5180_c0_g1_i15	Pele_NODE_153156_length_734_cov_1719.352496_g20713_i9	Pele_DN60919_c1_g1_i4	Pele_DN2055_c2_g1_i15	Pele_DN3231_c1_g1_i15	Pele_DN5074_c0_g1_i2	
Pele_DN2167_c0_g1_i6	Pele_DN52180_c0_g1_i21	Pele_NODE_153829_length_729_cov_312.509146_g86817_i0	Pele_DN613_c0_g1_i21	Pele_DN205937_c0_g1_i1	Pele_DN32375_c0_g1_i13	Pele_DN5074_c1_g1_i9	
Pele_DN21748_c0_g1_i3	Pele_DN5226_c0_g1_i12	Pele_NODE_15417_length_3940_cov_78.367727_g7098_i0	Pele_DN6144_c0_g1_i2	Pele_DN20625_c1_g1_i12	Pele_DN32383_c0_g1_i17	Pele_DN5102_c1_g1_i20	
Pele_DN21929_c0_g1_i10	Pele_DN52411_c0_g1_i6	Pele_NODE_15506_length_3931_cov_70.517885_g7133_i0	Pele_DN61587_c0_g1_i11	Pele_DN20707_c0_g1_i1	Pele_DN32419_c0_g1_i15	Pele_DN5140_c0_g1_i16	
Pele_DN21936_c1_g2_i1	Pele_DN52533_c0_g1_i3	Pele_NODE_15669_length_3915_cov_27.972670_g7208_i0	Pele_DN61587_c0_g1_i6	Pele_DN207918_c0_g1_i1	Pele_DN3246_c0_g1_i22	Pele_DN5152_c0_g1_i1	
Pele_DN22023_c0_g1_i1	Pele_DN52652_c0_g1_i2	Pele_NODE_156721_length_710_cov_146.313972_g89374_i0	Pele_DN6174_c1_g1_i2	Pele_DN20796_c0_g1_i5	Pele_DN32483_c0_g1_i4	Pele_DN5172_c0_g1_i10	
Pele_DN22049_c0_g1_i4	Pele_DN52677_c0_g1_i10	Pele_NODE_157326_length_706_cov_2158.510269_g89927_i0	Pele_DN6181_c4_g1_i13	Pele_DN20807_c0_g1_i7	Pele_DN32505_c0_g1_i16	Pele_DN5174_c0_g1_i8	
Pele_DN22177_c0_g1_i10	Pele_DN52677_c0_g1_i6	Pele_NODE_15852_length_3899_cov_110.571615_g7279_i0	Pele_DN6194_c0_g1_i1	Pele_DN20834_c0_g1_i1	Pele_DN32567_c0_g1_i5	Pele_DN51806_c0_g1_i2	
Pele_DN22177_c0_g1_i23	Pele_DN53801_c0_g1_i2	Pele_NODE_159262_length_694_cov_539.766506_g91659_i0	Pele_DN6197_c0_g1_i6	Pele_DN208568_c0_g1_i1	Pele_DN3267_c0_g1_i2	Pele_DN518_c0_g1_i2	
Pele_DN22191_c0_g2_i2	Pele_DN539_c0_g1_i17	Pele_NODE_159311_length_694_cov_8.800322_g91696_i0	Pele_DN61_c0_g1_i2	Pele_DN208680_c0_g1_i1	Pele_DN32734_c0_g1_i9	Pele_DN5209_c0_g1_i107	
Pele_DN2222_c0_g1_i2	Pele_DN54086_c0_g1_i3	Pele_NODE_159433_length_693_cov_63.470968_g91807_i0	Pele_DN6203_c0_g1_i9	Pele_DN2087_c0_g1_i18	Pele_DN32761_c0_g1_i3	Pele_DN52219_c0_g1_i3	
Pele_DN22261_c0_g1_i1	Pele_DN54173_c0_g1_i3	Pele_NODE_159771_length_691_cov_5.634304_g92104_i0	Pele_DN62107_c0_g1_i8	Pele_DN2087_c0_g1_i7	Pele_DN32763_c0_g1_i1	Pele_DN5233_c1_g1_i8	
Pele_DN22311_c0_g1_i15	Pele_DN5470_c0_g2_i1	Pele_NODE_159914_length_690_cov_11.460292_g92234_i0	Pele_DN6216_c0_g1_i7	Pele_DN2090_c0_g1_i10	Pele_DN32_c0_g1_i9	Pele_DN5271_c0_g1_i7	
Pele_DN22311_c0_g1_i17	Pele_DN54774_c0_g1_i12	Pele_NODE_160611_length_686_cov_5.169657_g92861_i0	Pele_DN621_c0_g1_i4	Pele_DN20911_c0_g1_i9	Pele_DN33060_c0_g1_i7	Pele_DN5297_c6_g1_i1	
Pele_DN22311_c0_g1_i19	Pele_DN55329_c0_g1_i3	Pele_NODE_16072_length_3879_cov_1132.818707_g2178_i16	Pele_DN622_c1_g2_i13	Pele_DN20915_c1_g1_i1	Pele_DN33076_c0_g1_i6	Pele_DN5308_c0_g1_i10	
Pele_DN22346_c0_g1_i3	Pele_DN55366_c0_g1_i6	Pele_NODE_161349_length_681_cov_1186.291118_g58639_i2	Pele_DN622_c1_g2_i17	Pele_DN20959_c0_g1_i6	Pele_DN3308_c1_g2_i3	Pele_DN53329_c0_g1_i1	
Pele_DN2239_c0_g2_i3	Pele_DN5550_c2_g1_i2	Pele_NODE_16134_length_3874_cov_52.523546_g7413_i0	Pele_DN6247_c0_g1_i2	Pele_DN2097_c0_g1_i15	Pele_DN33093_c1_g1_i4	Pele_DN53436_c0_g1_i3	
Pele_DN22421_c0_g1_i6	Pele_DN5568_c0_g1_i8	Pele_NODE_1621_length_7616_cov_56.728092_g895_i0	Pele_DN62846_c0_g1_i1	Pele_DN209846_c0_g1_i1	Pele_DN33216_c0_g1_i1	Pele_DN53948_c0_g1_i16	
Pele_DN22448_c0_g1_i1	Pele_DN55707_c0_g2_i1	Pele_NODE_162398_length_675_cov_1259.157807_g94499_i0	Pele_DN6334_c0_g2_i16	Pele_DN20987_c0_g1_i3	Pele_DN33216_c0_g1_i8	Pele_DN5423_c0_g1_i29	
Pele_DN22479_c0_g1_i2	Pele_DN55721_c0_g1_i1	Pele_NODE_162628_length_674_cov_14.212978_g94708_i0	Pele_DN6336_c1_g1_i9	Pele_DN20987_c0_g1_i39	Pele_DN33216_c1_g1_i16	Pele_DN5431_c0_g1_i1	
Pele_DN22490_c0_g2_i12	Pele_DN5586_c0_g1_i24	Pele_NODE_162764_length_673_cov_35.823333_g94833_i0	Pele_DN6336_c20_g1_i8	Pele_DN2099_c0_g1_i18	Pele_DN3332_c0_g1_i13	Pele_DN5457_c0_g1_i3	
Pele_DN22510_c0_g1_i1	Pele_DN55917_c0_g1_i1	Pele_NODE_16354_length_3851_cov_285.570937_g7498_i0	Pele_DN63597_c0_g1_i1	Pele_DN2104_c0_g1_i15	Pele_DN3335_c3_g2_i3	Pele_DN548_c1_g1_i4	
Pele_DN22619_c0_g2_i1	Pele_DN5599_c0_g1_i23	Pele_NODE_1638_length_7601_cov_192.871546_g903_i0	Pele_DN6378_c0_g1_i13	Pele_DN21050_c0_g2_i9	Pele_DN3339_c0_g1_i7	Pele_DN55051_c0_g1_i9	
Pele_DN2264_c0_g1_i21	Pele_DN56156_c0_g1_i5	Pele_NODE_16411_length_3846_cov_96.809170_g3196_i2	Pele_DN6378_c0_g1_i15	Pele_DN21179_c0_g2_i2	Pele_DN33492_c0_g1_i2	Pele_DN55202_c0_g1_i3	
Pele_DN2264_c0_g1_i54	Pele_DN5644_c0_g1_i8	Pele_NODE_16450_length_3842_cov_211.541788_g7536_i0	Pele_DN6386_c0_g1_i12	Pele_DN2118_c2_g1_i13	Pele_DN33550_c0_g1_i7	Pele_DN5562_c0_g1_i5	
Pele_DN2264_c0_g1_i65	Pele_DN56494_c0_g1_i1	Pele_NODE_164575_length_662_cov_2264.736842_g96528_i0	Pele_DN6391_c0_g2_i1	Pele_DN211_c1_g2_i5	Pele_DN3360_c1_g1_i11	Pele_DN5600_c1_g1_i10	
Pele_DN2265_c0_g1_i11	Pele_DN56653_c0_g1_i3	Pele_NODE_164625_length_662_cov_27.324278_g96569_i0	Pele_DN6416_c0_g2_i15	Pele_DN21264_c1_g1_i1	Pele_DN3384_c0_g1_i2	Pele_DN5600_c1_g1_i11	
